"row_id","fold"
13,1
15,1
22,1
23,1
26,1
28,1
31,1
33,1
35,1
37,1
43,1
44,1
49,1
50,1
55,1
69,1
76,1
77,1
78,1
80,1
81,1
85,1
88,1
101,1
106,1
113,1
120,1
129,1
130,1
146,1
147,1
152,1
162,1
170,1
181,1
183,1
184,1
186,1
188,1
215,1
225,1
227,1
231,1
235,1
240,1
241,1
243,1
245,1
249,1
251,1
252,1
253,1
267,1
269,1
280,1
281,1
282,1
301,1
310,1
312,1
313,1
339,1
341,1
349,1
358,1
359,1
370,1
376,1
380,1
383,1
391,1
392,1
403,1
405,1
407,1
410,1
411,1
413,1
428,1
430,1
441,1
452,1
458,1
460,1
461,1
467,1
477,1
482,1
483,1
484,1
489,1
491,1
492,1
501,1
505,1
506,1
508,1
514,1
518,1
519,1
526,1
528,1
529,1
530,1
534,1
547,1
549,1
550,1
555,1
557,1
559,1
565,1
567,1
572,1
575,1
578,1
587,1
597,1
603,1
608,1
610,1
615,1
616,1
619,1
620,1
622,1
624,1
627,1
628,1
636,1
640,1
642,1
652,1
655,1
659,1
662,1
676,1
677,1
678,1
679,1
698,1
703,1
708,1
709,1
720,1
739,1
740,1
747,1
752,1
760,1
762,1
763,1
764,1
787,1
794,1
795,1
797,1
798,1
805,1
808,1
810,1
819,1
823,1
825,1
834,1
835,1
846,1
848,1
851,1
852,1
855,1
865,1
875,1
881,1
887,1
891,1
894,1
895,1
897,1
904,1
907,1
911,1
912,1
914,1
920,1
923,1
930,1
934,1
939,1
947,1
951,1
960,1
965,1
966,1
972,1
973,1
975,1
978,1
983,1
989,1
995,1
996,1
1001,1
1004,1
1005,1
1007,1
1011,1
1018,1
1019,1
1021,1
1031,1
1032,1
1042,1
1045,1
1047,1
1050,1
1052,1
1063,1
1069,1
1072,1
1073,1
1081,1
1083,1
1091,1
1092,1
1094,1
1103,1
1106,1
1107,1
1110,1
1111,1
1120,1
1124,1
1135,1
1137,1
1138,1
1146,1
1151,1
1159,1
1160,1
1165,1
1167,1
1177,1
1178,1
1181,1
1189,1
1193,1
1212,1
1215,1
1219,1
1220,1
1224,1
1226,1
1235,1
1237,1
1240,1
1243,1
1246,1
1253,1
1254,1
1256,1
1261,1
1263,1
